sample_id,image_name,image_path,mask_path,json_path,sample_type,is_labeled,source_split,video_id,video_name,frame_id
defect_000131,000131.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000131.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\000131.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000131.json,defect,True,train,2,,254
defect_000147,000147.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000147.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\000147.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000147.json,defect,True,train,2,,270
defect_000172,000172.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000172.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\000172.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000172.json,defect,True,train,2,,349
defect_000400,000400.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000400.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\000400.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000400.json,defect,True,train,4,,604
defect_000194,000194.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000194.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\000194.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000194.json,defect,True,train,5,,348
defect_000793,000793.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000793.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\000793.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000793.json,defect,True,train,7,,722
defect_000806,000806.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000806.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\000806.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000806.json,defect,True,train,7,,736
defect_000826,000826.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000826.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\000826.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000826.json,defect,True,train,7,,756
defect_001085,001085.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001085.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\001085.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001085.json,defect,True,train,11,,270
defect_001105,001105.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001105.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\001105.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001105.json,defect,True,train,11,,290
defect_001348,001348.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001348.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\001348.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001348.json,defect,True,train,12,,284
defect_001393,001393.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001393.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\001393.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001393.json,defect,True,train,12,,380
defect_001403,001403.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001403.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\001403.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001403.json,defect,True,train,12,,390
defect_001407,001407.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001407.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\001407.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001407.json,defect,True,train,12,,394
defect_001412,001412.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001412.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\001412.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001412.json,defect,True,train,12,,399
defect_001432,001432.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001432.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\001432.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001432.json,defect,True,train,12,,419
defect_001441,001441.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001441.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\001441.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001441.json,defect,True,train,12,,428
defect_002027,002027.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\002027.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\002027.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\002027.json,defect,True,train,15,,324
defect_002734,002734.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\002734.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\002734.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\002734.json,defect,True,train,18,,261
defect_003210,003210.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\003210.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\003210.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\003210.json,defect,True,train,20,,291
defect_003466,003466.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\003466.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\003466.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\003466.json,defect,True,train,21,,325
defect_003652,003652.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\003652.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\003652.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\003652.json,defect,True,train,22,,286
defect_003664,003664.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\003664.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\003664.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\003664.json,defect,True,train,22,,298
