sample_id,image_name,image_path,mask_path,json_path,sample_type,is_labeled,source_split,video_id,video_name,frame_id
defect_000131,000131.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000131.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\000131.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000131.json,defect,True,train,2,,254
defect_000147,000147.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000147.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\000147.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000147.json,defect,True,train,2,,270
defect_000172,000172.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000172.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\000172.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000172.json,defect,True,train,2,,349
defect_000400,000400.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000400.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\000400.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000400.json,defect,True,train,4,,604
defect_000194,000194.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000194.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\000194.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000194.json,defect,True,train,5,,348
defect_000483,000483.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000483.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\000483.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000483.json,defect,True,train,6,,297
defect_000500,000500.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000500.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\000500.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000500.json,defect,True,train,6,,314
defect_000793,000793.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000793.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\000793.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000793.json,defect,True,train,7,,722
defect_000806,000806.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000806.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\000806.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000806.json,defect,True,train,7,,736
defect_000826,000826.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000826.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\000826.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000826.json,defect,True,train,7,,756
defect_001348,001348.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001348.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\001348.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001348.json,defect,True,train,12,,284
defect_001393,001393.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001393.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\001393.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001393.json,defect,True,train,12,,380
defect_001403,001403.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001403.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\001403.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001403.json,defect,True,train,12,,390
defect_001407,001407.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001407.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\001407.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001407.json,defect,True,train,12,,394
defect_001412,001412.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001412.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\001412.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001412.json,defect,True,train,12,,399
defect_001432,001432.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001432.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\001432.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001432.json,defect,True,train,12,,419
defect_001441,001441.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001441.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\001441.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001441.json,defect,True,train,12,,428
defect_001624,001624.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001624.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\001624.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001624.json,defect,True,train,13,,266
defect_001790,001790.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001790.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\001790.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001790.json,defect,True,train,14,,235
defect_001817,001817.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001817.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\001817.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001817.json,defect,True,train,14,,314
defect_001820,001820.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001820.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\001820.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001820.json,defect,True,train,14,,317
defect_001825,001825.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001825.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\001825.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001825.json,defect,True,train,14,,322
defect_001829,001829.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001829.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\001829.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\001829.json,defect,True,train,14,,326
