fold,image_name,sample_type,is_defect_image,pred_has_positive,dice,iou,threshold,min_area,fp_pixel_count,largest_fp_component_area
0,camera052.png,defect,True,True,0.6428049673902082,0.47362755707898,0.82,8,0,0
0,camera059.png,defect,True,True,0.7383512545975129,0.5852272730218556,0.82,8,0,0
0,camera064.png,defect,True,True,0.699293642810352,0.5376260667781709,0.82,8,0,0
0,camera065.png,defect,True,True,0.8986381322981849,0.8159335806475917,0.82,8,0,0
0,camera076.png,defect,True,True,0.4396887164983572,0.28179551211746195,0.82,8,0,0
0,camera095.png,defect,True,True,0.7820512822841332,0.6421052637857803,0.82,8,0,0
0,camera109.png,defect,True,True,0.6985038899223813,0.5366930293292821,0.82,8,0,0
0,camera119.png,defect,True,True,0.870620416718932,0.7708837928487048,0.82,8,0,0
0,camera126.png,defect,True,True,0.5561139032193351,0.3851508127782473,0.82,8,0,0
0,camera135.png,defect,True,True,0.4178272981354893,0.2640845071786352,0.82,8,0,0
0,camera139.png,defect,True,True,0.8415260455460286,0.7264091198692786,0.82,8,0,0
0,camera146.png,defect,True,True,0.8740621994269298,0.7762970556537219,0.82,8,0,0
0,camera161.png,defect,True,True,0.8030226701244219,0.6708754211524617,0.82,8,0,0
0,camera164.png,defect,True,True,0.7192592593632374,0.5615962986919628,0.82,8,0,0
0,camera166.png,defect,True,True,0.7046093919704371,0.5439358504697843,0.82,8,0,0
0,camera185.png,defect,True,True,0.8193029031506679,0.6939145572137583,0.82,8,0,0
0,camera188.png,defect,True,True,0.8496907771310324,0.7386629267233928,0.82,8,0,0
0,camera191.png,defect,True,True,0.6500593121885769,0.48154657339055656,0.82,8,0,0
0,camera193.png,defect,True,True,0.7547755260588795,0.6061361159311421,0.82,8,0,0
0,camera214.png,defect,True,True,0.8074008025109674,0.6770093458346406,0.82,8,0,0
0,camera233.png,defect,True,True,0.6881632654334028,0.5245799629591911,0.82,8,0,0
0,camera258.png,defect,True,True,0.8335370325510787,0.7145850797508027,0.82,8,0,0
0,camera267.png,defect,True,True,0.7995194473945758,0.6659994997082813,0.82,8,0,0
0,camera274.png,defect,True,True,0.6878306882436102,0.524193549346384,0.82,8,0,0
0,camera275.png,defect,True,True,0.9109238402842463,0.8364188603071422,0.82,8,0,0
0,camera280.png,defect,True,True,0.7352395099386412,0.5813270701225325,0.82,8,0,0
0,camera281.png,defect,True,True,0.919163825591281,0.8504191915123749,0.82,8,0,0
0,camera283.png,defect,True,True,0.8568548387192974,0.7495590829218626,0.82,8,0,0
0,camera285.png,defect,True,True,0.8398665554962746,0.7239396118893101,0.82,8,0,0
0,camera288.png,defect,True,True,0.8183851942610564,0.6925989674035804,0.82,8,0,0
0,camera294.png,defect,True,True,0.1384083045914351,0.0743494424867159,0.82,8,0,0
0,camera296.png,defect,True,True,0.8548632218906255,0.746516257483852,0.82,8,0,0
0,phone203.png,defect,True,True,0.8060671724744668,0.6751361167420397,0.82,8,0,0
0,phone231.png,defect,True,True,0.7856586127937188,0.646983312391549,0.82,8,0,0
0,phone261.png,defect,True,False,1.149425274144537e-08,1.149425274144537e-08,0.82,8,0,0
0,phone305.png,defect,True,True,0.7705882359688582,0.6267942601588792,0.82,8,0,0
0,phone357.png,defect,True,True,0.6962616829526597,0.5340501808815405,0.82,8,0,0
0,phone367.png,defect,True,True,0.7796610176960643,0.6388888908950617,0.82,8,0,0
0,phone444.png,defect,True,True,0.845546172747059,0.7324209534061251,0.82,8,0,0
0,phone480.png,defect,True,True,0.8174878557824512,0.6913145543529172,0.82,8,0,0
0,phone562.png,defect,True,False,8.849557443809227e-09,8.849557443809227e-09,0.82,8,0,0
0,phone584.png,defect,True,True,0.7493734336886494,0.5991983970613237,0.82,8,0,0
0,phone618.png,defect,True,True,0.6256684494480825,0.4552529188178473,0.82,8,0,0
0,phone626.png,defect,True,True,0.5931928690492764,0.4216589868414067,0.82,8,0,0
0,phone684.png,defect,True,False,9.708737769818079e-09,9.708737769818079e-09,0.82,8,0,0
0,phone696.png,defect,True,True,0.7572413794777646,0.6093229749064117,0.82,8,0,0
0,phone704.png,defect,True,True,0.8580912864248206,0.7514534887333525,0.82,8,0,0
0,phone714.png,defect,True,True,0.8524590168771835,0.7428571443265306,0.82,8,0,0
0,phone724.png,defect,True,True,0.7958762888702307,0.6609589046901388,0.82,8,0,0
0,phone819.png,defect,True,False,7.518796935948895e-09,7.518796935948895e-09,0.82,8,0,0
0,phone861.png,defect,True,True,0.6995336444373527,0.5379098365390268,0.82,8,0,0
0,phone919.png,defect,True,True,0.7897545359767828,0.6525573198367596,0.82,8,0,0
0,phone935.png,defect,True,True,0.7885714287727891,0.6509433967752463,0.82,8,0,0
0,phone959.png,defect,True,True,0.8649122808202523,0.7619783620371278,0.82,8,0,0
0,camera002.png,normal,False,False,0.0,0.0,0.82,8,0,0
0,camera019.png,normal,False,False,0.0,0.0,0.82,8,0,0
0,camera068.png,normal,False,False,0.0,0.0,0.82,8,0,0
0,camera072.png,normal,False,False,0.0,0.0,0.82,8,0,0
0,camera073.png,normal,False,False,0.0,0.0,0.82,8,0,0
0,camera092.png,normal,False,False,0.0,0.0,0.82,8,0,0
0,camera114.png,normal,False,True,0.0,0.0,0.82,8,442,442
0,camera118.png,normal,False,False,0.0,0.0,0.82,8,0,0
0,phone044.png,normal,False,True,0.0,0.0,0.82,8,145,145
0,phone082.png,normal,False,False,0.0,0.0,0.82,8,0,0
0,phone090.png,normal,False,False,0.0,0.0,0.82,8,0,0
0,phone146.png,normal,False,False,0.0,0.0,0.82,8,0,0
0,phone199.png,normal,False,False,0.0,0.0,0.82,8,0,0
0,phone211.png,normal,False,False,0.0,0.0,0.82,8,0,0
0,phone259.png,normal,False,False,0.0,0.0,0.82,8,0,0
0,phone291.png,normal,False,True,0.0,0.0,0.82,8,342,300
1,camera011.png,defect,True,True,0.8453498671481932,0.7321264191743759,0.82,8,0,0
1,camera029.png,defect,True,True,0.8156934307129886,0.688751926199922,0.82,8,0,0
1,camera080.png,defect,True,True,0.8870632999011128,0.7970473970631665,0.82,8,0,0
1,camera084.png,defect,True,True,0.6512180630518483,0.48281938341180053,0.82,8,0,0
1,camera087.png,defect,True,True,0.3703079462280871,0.2272257175201575,0.82,8,0,0
1,camera093.png,defect,True,True,0.8240000000704,0.7006802723124624,0.82,8,0,0
1,camera115.png,defect,True,True,0.6848177204961617,0.5207017547223145,0.82,8,0,0
1,camera137.png,defect,True,True,0.8220201523803382,0.6978219144039204,0.82,8,0,0
1,camera141.png,defect,True,True,0.7866549605853139,0.6483357455511318,0.82,8,0,0
1,camera144.png,defect,True,True,0.8741775837045602,0.776479106353281,0.82,8,0,0
1,camera154.png,defect,True,True,0.921881546375095,0.8550837278417944,0.82,8,0,0
1,camera178.png,defect,True,True,0.06299212844359021,0.03252032782514816,0.82,8,0,0
1,camera202.png,defect,True,True,0.9245431494305961,0.8596747967593761,0.82,8,0,0
1,camera203.png,defect,True,True,0.8710738857368884,0.7715951245535926,0.82,8,0,0
1,camera206.png,defect,True,True,0.9250056133551005,0.8604748311731202,0.82,8,0,0
1,camera209.png,defect,True,True,0.9035938391384145,0.82414151926908,0.82,8,0,0
1,camera211.png,defect,True,True,0.884046148474301,0.7921888053684013,0.82,8,0,0
1,camera212.png,defect,True,True,0.8391811898594801,0.7229217708550555,0.82,8,0,0
1,camera222.png,defect,True,True,0.5608465612338214,0.38970588310085064,0.82,8,0,0
1,camera230.png,defect,True,True,0.7443249702841548,0.5927687920144921,0.82,8,0,0
1,camera236.png,defect,True,True,0.8445642407999662,0.7309486780994351,0.82,8,0,0
1,camera239.png,defect,True,True,0.9070938215244708,0.8299832496287037,0.82,8,0,0
1,camera246.png,defect,True,True,0.8706945228927735,0.7710000000763333,0.82,8,0,0
1,camera247.png,defect,True,True,0.8569162584624719,0.7496530895641456,0.82,8,0,0
1,camera248.png,defect,True,True,0.8600118134317709,0.7544041453322237,0.82,8,0,0
1,camera250.png,defect,True,True,0.8902105388399485,0.8021436227330041,0.82,8,0,0
1,camera254.png,defect,True,True,0.9132869715112754,0.8404122777392217,0.82,8,0,0
1,camera270.png,defect,True,True,0.7891991409054314,0.651799290597162,0.82,8,0,0
1,camera276.png,defect,True,True,0.874454047033319,0.7769154557832042,0.82,8,0,0
1,camera290.png,defect,True,True,0.8200551253681513,0.6949944383325929,0.82,8,0,0
1,camera293.png,defect,True,True,0.8747364722454106,0.7773614363894166,0.82,8,0,0
1,camera299.png,defect,True,True,0.819517052571691,0.6942218474507711,0.82,8,0,0
1,phone040.png,defect,True,True,0.9101654846689655,0.8351409979500065,0.82,8,0,0
1,phone048.png,defect,True,True,0.804780876753279,0.6733333340592592,0.82,8,0,0
1,phone084.png,defect,True,True,0.8115942034446545,0.6829268308149911,0.82,8,0,0
1,phone193.png,defect,True,True,0.3370288263037055,0.2026666687928889,0.82,8,0,0
1,phone223.png,defect,True,True,0.7273730685831274,0.5715524721842562,0.82,8,0,0
1,phone243.png,defect,True,True,0.8330733231933334,0.7139037440804713,0.82,8,0,0
1,phone251.png,defect,True,True,0.29569620288825504,0.17349970340255513,0.82,8,0,0
1,phone337.png,defect,True,True,0.4970414216063863,0.33070866405232807,0.82,8,0,0
1,phone401.png,defect,True,True,0.8394849786785535,0.7233727814743006,0.82,8,0,0
1,phone430.png,defect,True,True,0.8415094341117835,0.726384365266475,0.82,8,0,0
1,phone534.png,defect,True,True,0.7337901951851397,0.5795170694591864,0.82,8,0,0
1,phone546.png,defect,True,True,0.8983587676653156,0.8154730790300716,0.82,8,0,0
1,phone564.png,defect,True,True,0.8817863398065735,0.788566953963534,0.82,8,0,0
1,phone636.png,defect,True,True,0.8571428576066791,0.7500000014204545,0.82,8,0,0
1,phone638.png,defect,True,True,0.9117718153464414,0.8378498445855843,0.82,8,0,0
1,phone646.png,defect,True,True,0.8307692310946746,0.7105263167416898,0.82,8,0,0
1,phone732.png,defect,True,True,0.8375634521889253,0.720524018687668,0.82,8,0,0
1,phone762.png,defect,True,True,0.8913738020036951,0.8040345824149358,0.82,8,0,0
1,phone770.png,defect,True,True,0.9029126214534828,0.8230088498707808,0.82,8,0,0
1,phone800.png,defect,True,True,0.8716707024899014,0.7725321898174584,0.82,8,0,0
1,phone849.png,defect,True,True,0.9063631661115555,0.8287606434921847,0.82,8,0,0
1,camera015.png,normal,False,False,0.0,0.0,0.82,8,0,0
1,camera026.png,normal,False,False,0.0,0.0,0.82,8,0,0
1,camera050.png,normal,False,False,0.0,0.0,0.82,8,0,0
1,camera085.png,normal,False,False,0.0,0.0,0.82,8,0,0
1,camera086.png,normal,False,False,0.0,0.0,0.82,8,0,0
1,camera089.png,normal,False,False,0.0,0.0,0.82,8,0,0
1,camera098.png,normal,False,False,0.0,0.0,0.82,8,0,0
1,camera103.png,normal,False,False,0.0,0.0,0.82,8,0,0
1,phone022.png,normal,False,False,0.0,0.0,0.82,8,0,0
1,phone034.png,normal,False,False,0.0,0.0,0.82,8,0,0
1,phone070.png,normal,False,False,0.0,0.0,0.82,8,0,0
1,phone138.png,normal,False,False,0.0,0.0,0.82,8,0,0
1,phone171.png,normal,False,False,0.0,0.0,0.82,8,0,0
1,phone180.png,normal,False,False,0.0,0.0,0.82,8,0,0
1,phone301.png,normal,False,False,0.0,0.0,0.82,8,0,0
2,camera004.png,defect,True,True,0.863604114940422,0.7599500546464844,0.82,8,0,0
2,camera044.png,defect,True,True,0.7840349919168753,0.6447841729813091,0.82,8,0,0
2,camera047.png,defect,True,True,0.7642153148110573,0.6184049084436749,0.82,8,0,0
2,camera049.png,defect,True,True,0.7640323932521551,0.6181653865259081,0.82,8,0,0
2,camera056.png,defect,True,True,0.8470016207579415,0.7346078156122283,0.82,8,0,0
2,camera081.png,defect,True,True,0.6857738407056937,0.5218080891976145,0.82,8,0,0
2,camera110.png,defect,True,True,0.7658807629124672,0.6205889511753251,0.82,8,0,0
2,camera111.png,defect,True,True,0.7864864866307524,0.648106904623489,0.82,8,0,0
2,camera130.png,defect,True,True,0.8049944914414269,0.6736324525669131,0.82,8,0,0
2,camera136.png,defect,True,True,0.26158038247741094,0.15047022076728805,0.82,8,0,0
2,camera147.png,defect,True,True,0.53573770507025,0.36587550409051706,0.82,8,0,0
2,camera155.png,defect,True,True,0.870455157566168,0.7706247019916349,0.82,8,0,0
2,camera163.png,defect,True,True,0.9004943047539009,0.818999218153323,0.82,8,0,0
2,camera171.png,defect,True,True,0.8666309588287997,0.7646502837763229,0.82,8,0,0
2,camera174.png,defect,True,True,0.8073059361317181,0.6768759572859234,0.82,8,0,0
2,camera177.png,defect,True,True,0.8830859069834648,0.7906480117974486,0.82,8,0,0
2,camera180.png,defect,True,True,0.62626262657722,0.4558823536079873,0.82,8,0,0
2,camera189.png,defect,True,True,0.8996493007183146,0.8176023347041239,0.82,8,0,0
2,camera196.png,defect,True,True,0.897235329515241,0.813623571316201,0.82,8,0,0
2,camera198.png,defect,True,True,0.8406726280951199,0.7251382555811451,0.82,8,0,0
2,camera234.png,defect,True,True,0.9203703703770733,0.8524871355290056,0.82,8,0,0
2,camera252.png,defect,True,True,0.8634043831091551,0.7596407819547593,0.82,8,0,0
2,camera253.png,defect,True,True,0.7642505279632298,0.6184510254915137,0.82,8,0,0
2,camera261.png,defect,True,True,0.7194826194668693,0.561868687421883,0.82,8,0,0
2,camera262.png,defect,True,True,0.8784379986972273,0.7832273184159312,0.82,8,0,0
2,camera278.png,defect,True,True,0.7597484279751592,0.6125760656945719,0.82,8,0,0
2,camera279.png,defect,True,True,0.7439862543321898,0.5923392613788555,0.82,8,0,0
2,camera284.png,defect,True,True,0.8814518717392276,0.7880321369058831,0.82,8,0,0
2,camera286.png,defect,True,True,0.8241017964730157,0.7008274985990913,0.82,8,0,0
2,camera287.png,defect,True,True,0.6228160332756258,0.4522388067877033,0.82,8,0,0
2,camera289.png,defect,True,True,0.8795986622409145,0.7850746269725997,0.82,8,0,0
2,phone006.png,defect,True,True,0.8775510208246564,0.7818181831404959,0.82,8,0,0
2,phone026.png,defect,True,True,0.7329192563172717,0.5784313766820454,0.82,8,0,0
2,phone060.png,defect,True,True,0.8539741222662216,0.745161291144641,0.82,8,0,0
2,phone072.png,defect,True,True,0.917307692387204,0.8472468919231849,0.82,8,0,0
2,phone116.png,defect,True,True,0.9030786774195226,0.8232848236522144,0.82,8,0,0
2,phone150.png,defect,True,False,7.874015686031373e-09,7.874015686031373e-09,0.82,8,0,0
2,phone154.png,defect,True,True,0.8536082474981401,0.7446043167764349,0.82,8,0,0
2,phone164.png,defect,True,True,0.8557213933937279,0.74782608805293,0.82,8,0,0
2,phone213.png,defect,True,True,0.8372093027462292,0.7200000012444444,0.82,8,0,0
2,phone273.png,defect,True,True,0.8311688317169843,0.7111111127160493,0.82,8,0,0
2,phone325.png,defect,True,True,0.8032345016128916,0.6711711719117767,0.82,8,0,0
2,phone339.png,defect,True,True,0.8581771720915294,0.7515852294846754,0.82,8,0,0
2,phone594.png,defect,True,True,0.8472222224344136,0.7349397596748439,0.82,8,0,0
2,phone648.png,defect,True,True,0.7177554439451935,0.559764859712683,0.82,8,0,0
2,phone668.png,defect,True,True,0.889752306971891,0.8013998251087491,0.82,8,0,0
2,phone676.png,defect,True,True,0.8875968994426416,0.7979094083696536,0.82,8,0,0
2,phone686.png,defect,True,True,0.7957219252429295,0.6607460038536891,0.82,8,0,0
2,phone754.png,defect,True,True,0.9134855809445765,0.8407486959678586,0.82,8,0,0
2,phone760.png,defect,True,False,1.3157894563711913e-08,1.3157894563711913e-08,0.82,8,0,0
2,phone780.png,defect,True,True,0.8774002956020676,0.7815789479432133,0.82,8,0,0
2,phone871.png,defect,True,True,0.8505516551147927,0.7399650964398515,0.82,8,0,0
2,camera005.png,normal,False,False,0.0,0.0,0.82,8,0,0
2,camera022.png,normal,False,False,0.0,0.0,0.82,8,0,0
2,camera034.png,normal,False,False,0.0,0.0,0.82,8,0,0
2,camera043.png,normal,False,False,0.0,0.0,0.82,8,0,0
2,camera045.png,normal,False,False,0.0,0.0,0.82,8,0,0
2,camera108.png,normal,False,False,0.0,0.0,0.82,8,0,0
2,camera132.png,normal,False,False,0.0,0.0,0.82,8,0,0
2,phone056.png,normal,False,False,0.0,0.0,0.82,8,0,0
2,phone068.png,normal,False,False,0.0,0.0,0.82,8,0,0
2,phone136.png,normal,False,False,0.0,0.0,0.82,8,0,0
2,phone160.png,normal,False,False,0.0,0.0,0.82,8,0,0
2,phone247.png,normal,False,False,0.0,0.0,0.82,8,0,0
2,phone269.png,normal,False,False,0.0,0.0,0.82,8,0,0
2,phone293.png,normal,False,False,0.0,0.0,0.82,8,0,0
3,camera010.png,defect,True,True,0.4723961300669344,0.3092399409022057,0.82,8,0,0
3,camera021.png,defect,True,True,0.7303446172778076,0.575230591893233,0.82,8,0,0
3,camera042.png,defect,True,True,0.6880869996598681,0.5244913341940532,0.82,8,0,0
3,camera060.png,defect,True,True,0.7903887578266902,0.6534237863195496,0.82,8,0,0
3,camera082.png,defect,True,True,0.9167794503544598,0.8463460655899665,0.82,8,0,0
3,camera088.png,defect,True,True,0.7584000000552228,0.6108247424113311,0.82,8,0,0
3,camera099.png,defect,True,True,0.7448871506628402,0.593482212429954,0.82,8,0,0
3,camera112.png,defect,True,True,0.8622961804856881,0.7579267694357587,0.82,8,0,0
3,camera148.png,defect,True,True,0.6977800202578759,0.5358388223417905,0.82,8,0,0
3,camera152.png,defect,True,True,0.872516378481634,0.7738616879549208,0.82,8,0,0
3,camera153.png,defect,True,True,0.674091442160556,0.5083996467653407,0.82,8,0,0
3,camera169.png,defect,True,True,0.5494313214790627,0.3787696026794094,0.82,8,0,0
3,camera170.png,defect,True,True,0.8407365224044313,0.7252333388065481,0.82,8,0,0
3,camera173.png,defect,True,True,0.8126067970452779,0.6843620083348665,0.82,8,0,0
3,camera176.png,defect,True,True,0.7682494686263293,0.6237054089485553,0.82,8,0,0
3,camera181.png,defect,True,True,0.8780675267703504,0.782638481133036,0.82,8,0,0
3,camera207.png,defect,True,True,0.8245676464433445,0.7015015742671953,0.82,8,0,0
3,camera216.png,defect,True,True,0.7169717962105463,0.5588121868265283,0.82,8,0,0
3,camera218.png,defect,True,True,0.8519145335464444,0.7420305878492665,0.82,8,0,0
3,camera219.png,defect,True,True,0.5961058414397874,0.4246088197549012,0.82,8,0,0
3,camera228.png,defect,True,True,0.8155597570370666,0.6885613367960494,0.82,8,0,0
3,camera229.png,defect,True,True,0.7631733594979092,0.6170414952115802,0.82,8,0,0
3,camera243.png,defect,True,True,0.8726911472561376,0.7741366930103704,0.82,8,0,0
3,camera245.png,defect,True,True,0.8146625557332434,0.6872832371749809,0.82,8,0,0
3,camera249.png,defect,True,True,0.888558868962305,0.7994655264778765,0.82,8,0,0
3,camera255.png,defect,True,True,0.8711422208183947,0.7717023675631761,0.82,8,0,0
3,camera257.png,defect,True,True,0.6280098281926242,0.4577363900732547,0.82,8,0,0
3,camera266.png,defect,True,True,0.7944835046109733,0.6590399282571736,0.82,8,0,0
3,camera272.png,defect,True,True,0.8467407445416181,0.7342154338216663,0.82,8,0,0
3,camera282.png,defect,True,True,0.760158216555139,0.6131090489483126,0.82,8,0,0
3,camera292.png,defect,True,True,0.5676442766625881,0.3963011897010552,0.82,8,0,0
3,phone126.png,defect,True,True,0.32500000421874997,0.19402985676097123,0.82,8,0,0
3,phone184.png,defect,True,True,0.45075466885373383,0.2909511230875327,0.82,8,0,0
3,phone285.png,defect,True,True,0.8475609757646738,0.7354497359163144,0.82,8,0,0
3,phone315.png,defect,True,True,0.8139534890932035,0.6862745118544149,0.82,8,0,0
3,phone347.png,defect,True,True,4.3782837108676514e-10,4.3782837108676514e-10,0.82,8,0,0
3,phone391.png,defect,True,True,0.7812500004272461,0.6410256421761998,0.82,8,0,0
3,phone454.png,defect,True,True,0.6742687160762179,0.5086013466652196,0.82,8,0,0
3,phone464.png,defect,True,True,0.7936395760446503,0.6578793206456478,0.82,8,0,0
3,phone470.png,defect,True,True,0.8286573147151015,0.7074422585907251,0.82,8,0,0
3,phone498.png,defect,True,True,0.8243670887465451,0.7012113059203078,0.82,8,0,0
3,phone508.png,defect,True,True,0.6434108534042425,0.4742857157877551,0.82,8,0,0
3,phone524.png,defect,True,True,0.25816485340876383,0.14821428723533162,0.82,8,0,0
3,phone552.png,defect,True,True,2.8985507162360846e-09,2.8985507162360846e-09,0.82,8,0,0
3,phone554.png,defect,True,True,0.877470355892661,0.7816901413575349,0.82,8,0,0
3,phone556.png,defect,True,True,0.8933987002743816,0.8073356686982617,0.82,8,0,0
3,phone656.png,defect,True,True,0.7918263093335551,0.6553911212359596,0.82,8,0,0
3,phone666.png,defect,True,True,0.7759197331909039,0.6338797834214219,0.82,8,0,0
3,phone790.png,defect,True,True,0.876876877246616,0.7807486642740713,0.82,8,0,0
3,phone827.png,defect,True,True,0.6131386875432895,0.4421052660941828,0.82,8,0,0
3,phone859.png,defect,True,False,1.1363636234504133e-08,1.1363636234504133e-08,0.82,8,0,0
3,phone991.png,defect,True,True,0.8709150327852001,0.7713458758735949,0.82,8,0,0
3,camera001.png,normal,False,False,0.0,0.0,0.82,8,0,0
3,camera006.png,normal,False,False,0.0,0.0,0.82,8,0,0
3,camera046.png,normal,False,False,0.0,0.0,0.82,8,0,0
3,camera051.png,normal,False,True,0.0,0.0,0.82,8,43,43
3,camera062.png,normal,False,False,0.0,0.0,0.82,8,0,0
3,camera066.png,normal,False,False,0.0,0.0,0.82,8,0,0
3,camera077.png,normal,False,False,0.0,0.0,0.82,8,0,0
3,phone002.png,normal,False,False,0.0,0.0,0.82,8,0,0
3,phone100.png,normal,False,False,0.0,0.0,0.82,8,0,0
3,phone189.png,normal,False,False,0.0,0.0,0.82,8,0,0
3,phone209.png,normal,False,False,0.0,0.0,0.82,8,0,0
3,phone219.png,normal,False,False,0.0,0.0,0.82,8,0,0
3,phone239.png,normal,False,False,0.0,0.0,0.82,8,0,0
3,phone281.png,normal,False,False,0.0,0.0,0.82,8,0,0
