epoch,train_loss,defect_dice,defect_iou,defect_image_recall,normal_fpr,normal_count,normal_fp_count,normal_fp_pixel_sum,normal_fp_pixel_mean,normal_fp_pixel_median,normal_fp_pixel_p95,normal_largest_fp_area_mean,normal_largest_fp_area_median,normal_largest_fp_area_p95,normal_largest_fp_area_max,threshold,min_area,stage2_score,normal_budget_count,requested_hard_normal_count,target_random_normal_count,target_hard_normal_count,random_normal_count,hard_normal_count,hard_pool_size,hard_normal_max_repeats_per_epoch,train_device_counts_json,lr_encoder,lr_decoder
1,0.6791180477422827,0.5296702951420766,0.3850171674629908,1.0,0.7142857142857143,14,10,9229.0,659.2142857142857,301.0,2552.5499999999997,551.5,257.0,2281.4999999999995,2821.0,0.5,0,-0.698901133429352,159,0,159,0,45,0,0,2,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
2,0.6758448481559753,0.48384378523268506,0.34500241411696003,1.0,0.7142857142857143,14,10,3706.0,264.7142857142857,56.5,1004.1999999999998,242.92857142857142,56.5,996.3999999999999,1350.0,0.5,0,-0.7447276433387435,159,0,159,0,45,0,0,2,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
3,0.6781016664397448,0.5927002895380797,0.4450024606704961,1.0,0.5,14,7,2363.0,168.78571428571428,18.0,763.6,167.85714285714286,18.0,763.6,813.0,0.5,0,-0.2072997104619203,159,64,97,62,45,62,31,2,"{""camera"": 146, ""phone"": 120}",2e-05,0.0001
4,0.6762122588050097,0.47568623765099727,0.3420836502954954,1.0,0.8571428571428571,14,12,8141.0,581.5,228.0,1985.549999999999,378.42857142857144,189.0,1103.2499999999995,1867.0,0.5,0,-1.038599476634717,159,64,97,62,45,62,31,2,"{""camera"": 146, ""phone"": 120}",2e-05,0.0001
5,0.674968623403293,0.4960167737293564,0.35427258812231,1.0,1.0,14,14,9671.0,690.7857142857143,494.5,1979.649999999999,473.14285714285717,232.0,1230.9499999999996,1879.0,0.5,0,-1.3039832262706437,159,64,95,64,45,64,37,2,"{""camera"": 159, ""phone"": 109}",2e-05,0.0001
6,0.6729570200194174,0.5429583707970418,0.3984860186325128,1.0,0.7857142857142857,14,11,5189.0,370.64285714285717,162.5,1140.9499999999998,273.85714285714283,127.0,761.05,841.0,0.5,0,-0.8284702006315297,159,64,95,64,45,64,37,2,"{""camera"": 157, ""phone"": 111}",2e-05,0.0001
7,0.6720438279322724,0.5154434422644277,0.37471032133784266,1.0,0.8571428571428571,14,12,4719.0,337.07142857142856,66.5,1154.9999999999995,277.7857142857143,66.5,981.3999999999997,1374.0,0.5,0,-0.9988422720212865,159,64,95,64,45,64,39,2,"{""camera"": 149, ""phone"": 119}",2e-05,0.0001
8,0.6726153430654042,0.40333067658280225,0.27714691668252456,1.0,1.0,14,14,16175.0,1155.357142857143,616.0,3087.9499999999985,676.1428571428571,460.0,1613.5999999999995,2651.0,0.5,0,-1.3966693234171978,159,64,95,64,45,64,39,2,"{""camera"": 149, ""phone"": 119}",2e-05,0.0001
9,0.6710709199976566,0.3051145055944613,0.20382437129252995,1.0,1.0,14,14,53946.0,3853.285714285714,2818.0,9031.05,1989.9285714285713,1630.0,4279.699999999999,6270.0,0.5,0,-1.4948854944055388,159,64,95,64,45,64,42,2,"{""camera"": 150, ""phone"": 118}",1e-05,5e-05
10,0.6704364045342402,0.48765385625478525,0.3499574736560602,1.0,1.0,14,14,18682.0,1334.4285714285713,1027.0,3480.4999999999986,1011.4285714285714,787.5,2608.1499999999987,5019.0,0.5,0,-1.3123461437452149,159,64,95,64,45,64,42,2,"{""camera"": 150, ""phone"": 118}",1e-05,5e-05
11,0.6688324230820385,0.5385339751699326,0.3988999378228393,1.0,1.0,14,14,10744.0,767.4285714285714,471.0,2307.499999999999,595.9285714285714,383.5,1641.6999999999991,3164.0,0.5,0,-1.2614660248300673,159,64,95,64,45,64,40,2,"{""camera"": 148, ""phone"": 120}",1e-05,5e-05
12,0.6676817500769202,0.5847721383209181,0.4414984211789267,1.0,0.8571428571428571,14,12,5847.0,417.64285714285717,213.0,1400.4999999999995,357.5,213.0,1113.6499999999996,1646.0,0.5,0,-0.9295135759647961,159,64,95,64,45,64,40,2,"{""camera"": 148, ""phone"": 120}",1e-05,5e-05
13,0.6667997550247307,0.5873457355183873,0.4402598377927113,1.0,0.5714285714285714,14,8,4072.0,290.85714285714283,100.0,987.7999999999998,233.42857142857142,100.0,667.1499999999999,803.0,0.5,0,-0.3555114073387555,159,64,97,62,45,62,31,2,"{""camera"": 148, ""phone"": 118}",1e-05,5e-05
14,0.6663835720908373,0.5894322270851549,0.44114001758798904,1.0,0.5714285714285714,14,8,3606.0,257.57142857142856,89.5,901.55,205.35714285714286,89.5,646.7499999999999,806.0,0.5,0,-0.353424915771988,159,64,97,62,45,62,31,2,"{""camera"": 148, ""phone"": 118}",5e-06,2.5e-05
15,0.6649209260940552,0.613188630371139,0.46660871984926267,1.0,0.5,14,7,2257.0,161.21428571428572,54.0,587.2499999999999,132.92857142857142,44.5,459.1999999999998,753.0,0.5,0,-0.18681136962886102,159,64,115,44,45,44,22,2,"{""camera"": 138, ""phone"": 110}",5e-06,2.5e-05
16,0.6643505192572071,0.609242907954391,0.46238306873655216,1.0,0.5714285714285714,14,8,2309.0,164.92857142857142,48.0,681.05,131.28571428571428,47.5,448.9999999999999,709.0,0.5,0,-0.3336142349027519,159,64,115,44,45,44,22,2,"{""camera"": 138, ""phone"": 110}",5e-06,2.5e-05
17,0.6634359364750004,0.5851145606805506,0.4367679719825453,1.0,0.5714285714285714,14,8,3176.0,226.85714285714286,79.5,858.8999999999999,170.57142857142858,70.5,553.8,728.0,0.5,0,-0.35774258217659227,159,64,125,34,45,34,17,2,"{""camera"": 130, ""phone"": 108}",5e-06,2.5e-05
18,0.6635724381238473,0.5873834081416506,0.438910449204317,1.0,0.5714285714285714,14,8,3261.0,232.92857142857142,74.5,860.2499999999999,177.35714285714286,69.0,566.3499999999999,736.0,0.5,0,-0.35547373471549226,159,64,125,34,45,34,17,2,"{""camera"": 130, ""phone"": 108}",5e-06,2.5e-05
19,0.6636543724595046,0.6059343735129384,0.4583377536939813,1.0,0.5714285714285714,14,8,2891.0,206.5,53.0,760.65,164.28571428571428,53.0,556.55,747.0,0.5,0,-0.3369227693442044,159,64,117,42,45,42,21,2,"{""camera"": 134, ""phone"": 112}",5e-06,2.5e-05
20,0.6635798928214283,0.619640861159336,0.4731367349211211,1.0,0.5,14,7,2477.0,176.92857142857142,16.5,796.15,144.0,10.0,626.9999999999999,744.0,0.5,0,-0.180359138840664,159,64,117,42,45,42,21,2,"{""camera"": 134, ""phone"": 112}",5e-06,2.5e-05
21,0.6624533709357766,0.6181220384703896,0.4718412140903443,1.0,0.42857142857142855,14,6,1510.0,107.85714285714286,0.0,456.3499999999999,91.07142857142857,0.0,380.9499999999998,652.0,0.5,0,-0.03902081867246743,159,64,125,34,45,34,17,2,"{""camera"": 130, ""phone"": 108}",5e-06,2.5e-05
22,0.6623451273982265,0.5842897735139782,0.43917666896590224,1.0,0.5714285714285714,14,8,2079.0,148.5,19.0,559.25,132.0,13.5,502.0499999999999,660.0,0.5,0,-0.3585673693431647,159,64,125,34,45,34,17,2,"{""camera"": 130, ""phone"": 108}",5e-06,2.5e-05
23,0.6629956254959106,0.5866253897710996,0.4408162591505247,1.0,0.5,14,7,1605.0,114.64285714285714,7.0,440.1499999999999,99.71428571428571,7.0,371.89999999999986,602.0,0.5,0,-0.21337461022890047,159,64,113,46,45,46,23,2,"{""camera"": 138, ""phone"": 112}",5e-06,2.5e-05
24,0.6625018925666809,0.5828483673533758,0.43558090037328756,1.0,0.5,14,7,1514.0,108.14285714285714,11.5,439.8499999999999,94.5,11.5,375.4999999999999,577.0,0.5,0,-0.2171516326466243,159,64,113,46,45,46,23,2,"{""camera"": 138, ""phone"": 112}",5e-06,2.5e-05
25,0.6617198906654169,0.6005797127217722,0.45361230907630173,1.0,0.42857142857142855,14,6,1472.0,105.14285714285714,0.0,423.5499999999999,94.5,0.0,365.6999999999999,601.0,0.5,0,-0.05656314442108479,159,64,121,38,45,38,19,2,"{""camera"": 130, ""phone"": 112}",5e-06,2.5e-05
26,0.6615095966118426,0.6316351761090291,0.48737401148434983,1.0,0.35714285714285715,14,5,1104.0,78.85714285714286,0.0,357.09999999999997,73.85714285714286,0.0,357.09999999999997,413.0,0.5,0,0.11734946182331485,159,64,121,38,45,38,19,2,"{""camera"": 130, ""phone"": 112}",5e-06,2.5e-05
27,0.6615001644407,0.544328558627926,0.39676865036100195,1.0,0.6428571428571429,14,9,3006.0,214.71428571428572,90.5,758.4499999999999,214.14285714285714,90.5,758.4499999999999,958.0,0.5,0,-0.5413857270863599,159,64,125,34,45,34,17,2,"{""camera"": 128, ""phone"": 110}",5e-06,2.5e-05
28,0.6616855313797959,0.5576894661094207,0.40889496185511504,1.0,0.5714285714285714,14,8,2444.0,174.57142857142858,80.5,592.9499999999999,174.07142857142858,78.0,592.9499999999999,682.0,0.5,0,-0.3851676767477221,159,64,125,34,45,34,17,2,"{""camera"": 128, ""phone"": 110}",5e-06,2.5e-05
29,0.6618271234423615,0.6095636096066918,0.46167859786327836,1.0,0.42857142857142855,14,6,938.0,67.0,0.0,282.6499999999999,60.857142857142854,0.0,263.7999999999999,451.0,0.5,0,-0.04757924753616527,159,64,105,54,45,54,27,2,"{""camera"": 142, ""phone"": 116}",5e-06,2.5e-05
30,0.6613798779110576,0.616238046412274,0.469618265062334,1.0,0.5,14,7,925.0,66.07142857142857,0.5,291.7499999999999,62.285714285714285,0.5,291.7499999999999,451.0,0.5,0,-0.18376195358772607,159,64,105,54,45,54,27,2,"{""camera"": 142, ""phone"": 116}",5e-06,2.5e-05
31,0.6603592514991761,0.5989154677827441,0.45205964402112414,1.0,0.6428571428571429,14,9,2104.0,150.28571428571428,96.5,487.65,140.35714285714286,96.5,487.65,513.0,0.5,0,-0.4867988179315418,159,64,123,36,45,36,18,2,"{""camera"": 130, ""phone"": 110}",5e-06,2.5e-05
32,0.659532904624939,0.5858412307638188,0.4387838901341686,1.0,0.6428571428571429,14,9,2637.0,188.35714285714286,137.0,534.8,181.28571428571428,128.0,534.8,553.0,0.5,0,-0.4998730549504671,159,64,123,36,45,36,18,2,"{""camera"": 130, ""phone"": 110}",2.5e-06,1.25e-05
33,0.6605965867638588,0.5828888158578379,0.43641086073317376,1.0,0.6428571428571429,14,9,2815.0,201.07142857142858,139.5,565.7,193.78571428571428,139.5,565.7,580.0,0.5,0,-0.5028254698564479,159,64,107,52,45,52,26,2,"{""camera"": 142, ""phone"": 114}",2.5e-06,1.25e-05
34,0.6609882302582264,0.5913880447692698,0.44503878240688033,1.0,0.5714285714285714,14,8,2179.0,155.64285714285714,106.5,452.59999999999997,151.5,104.0,446.75,502.0,0.5,0,-0.3514690980878731,159,64,107,52,45,52,26,2,"{""camera"": 142, ""phone"": 114}",2.5e-06,1.25e-05
35,0.66092599183321,0.6015015557043263,0.45571376471034186,1.0,0.5714285714285714,14,8,1973.0,140.92857142857142,83.5,403.59999999999997,130.42857142857142,83.5,391.24999999999994,479.0,0.5,0,-0.34135558715281655,159,64,107,52,45,52,26,2,"{""camera"": 142, ""phone"": 114}",2.5e-06,1.25e-05
